Title,Year,Genre,Rating
Can't Lose,"('2011', '2011')","['Comedy', ' Romance']",7.6
Childless Comfort,"('2012', '2013')",['Drama'],-
Gloria,"('2010', '2010')",['Drama'],6.9
Super Junior Full House,"('2006', '2006')","['Comedy', ' Reality-TV']",8.4
Tae-yang sok-eu-ro,"('2003', '2003')",['Drama'],6.7
Can We Refill the Love?,"('2005', '2006')","['Drama', ' Romance']",-
No_Return,"('2016', '2016')","['Action', ' Adventure', ' Crime']",-
Pinkfong! Healthy Habits,"('2017', '2017')","['Animation', ' Family', ' Music']",-
Dal-Soon's Spring,"('2017', '2018')",['Drama'],-
Bad Housewife,"('2005', '2005')","['Comedy', ' Drama', ' Romance']",8.0
Paboo & Mojies,"('2012', '2019')","['Animation', ' Action', ' Adventure']",-
Iron Lady Cha,"('2015', '2015')","['Drama', ' Romance']",-
Mr. Goodbye,"('2006', '2006')",['Drama'],5.8
Street Fighter,"('1992', '1992')","['Action', ' Family', ' Fantasy']",-
Family Secrets,"('2014', '2015')",['Drama'],-
The Best Future,"('2014', '2014')",['Drama'],-
Ooohhhasis,"('2010', '2010')",['Animation'],4.8
Soul Special,"('2009', '2009')","['Comedy', ' Drama', ' Music']",-
Night Goblin,"('2017', '2018')",['Reality-TV'],-
Weding Deureseu,"('1997', '1997')",['Romance'],6.7
Life Bar,"('2016', '2019')",['Talk-Show'],-
Game Development Girls,"('2016', '2016')","['Comedy', ' Drama', ' Romance']",7.0
Sweden Laundry,"('2015', '2015')","['Comedy', ' Fantasy', ' Romance']",6.5
Eating Existence,"('2015', '2015')",['Romance'],7.8
Strangers 6,"('2012', '2012')",['Drama'],3.1
Pandalian,"('2006', '2006')","['Animation', ' Action', ' Adventure']",7.1
When a Man Is in Love,"('2004', '2004')","['Drama', ' Romance']",-
Invincible Lee Pyung Kang,"('2009', '2009')","['Comedy', ' Romance']",5.8
My Sweetheart My Darling,"('2005', '2005')",['Drama'],-
Get It Beauty 2014,"('2014', '2014')",['-'],-
Teacher Oh Soon-Nam,"('2017', '2017')",['Drama'],-
Sarang,"('1998', '1998')",['Drama'],4.1
Ordinary Love,"('2012', '2012')",['-'],7.3
Before and After: Plastic Surgery Clinic,"('2008', '2008')",['Drama'],-
Riders: Catch Tomorrow,"('2015', '2016')",['Romance'],6.9
The Scarlet Letter,"('2010', '2011')","['Drama', ' Romance']",-
Beloved,"('2012', '2012')",['Romance'],-
4 Sons 1 Daughter,"('2014', '2014')",['Comedy'],-
Dad! Where Are You Going?,"('2013', '2015')",['Reality-TV'],6.3
How to Meet a Perfect Neighbor,"('2007', '2007')",['Romance'],6.6
Moon Hee,"('2007', '2007')",['Drama'],-
The Green Chariot,"('1997', '1998')","['Animation', ' Action', ' Adventure']",6.9
Love and Ambition (Sarang gwa Yamang),"('1987', '1987')","['Drama', ' Romance', ' War']",-
Ballerino,"('2014', '2014')",['-'],-
Stranger,"('2013', '2013')",['Romance'],-
"Victory, Bong Soon-young","('2004', '2004')",['Romance'],-
Keuhaetsali naege,"('2002', '2002')",['Romance'],-
Green Coach,"('2009', '2009')",['Drama'],-
Pimil,"('2000', '2000')",['Romance'],7.3
All About Eve,"('2009', '2009')",['Drama'],7.9
Only My Love,"('2014', '2014')","['Drama', ' Romance']",-
Kokekkou-san,"('2009', '2010')","['Animation', ' Family']",-
Idol School,"('2014', '2014')","['Comedy', ' Game-Show']",-
Jump,"('1999', '2000')","['Comedy', ' Drama']",-
Hwangholhan Yiwoot: Enchanting Neighbor,"('2015', '2015')",['Drama'],8.2
Conspiracy in the Court,"('2007', '2007')",['Drama'],-
Modern Housewives,"('2007', '2007')",['Romance'],-
The Little Farmer Rabby,"('2018', '2018')",['Animation'],-
Pops in Seoul,"('1998', '1998')",['-'],-
Get It Beauty 2015,"('2015', '2015')",['-'],-
Rude Miss Young-Ae,"('2007', '2007')","['Comedy', ' Romance']",-
Intelekt-shou LG Evryka!,"('2001', '2006')","['Game-Show', ' Sport']",-
Can't Live Without You,"('2012', '2012')","['Drama', ' Family', ' Romance']",-
Tank Knight Fortress,"('2003', '2003')","['Animation', ' Action', ' Adventure']",-
See and See Again,"('1998', '1998')",['Drama'],-
2NE1 TV,"('2009', '2011')",['Reality-TV'],-
Mystery 6,"('2006', '2006')","['Comedy', ' Crime', ' Horror']",6.8
Magic Warriors Mir and Gaon,"('2005', '2005')","['Adventure', ' Fantasy']",-
Secret,"('2000', '2000')",['Romance'],-
Sisters Over Flowers,"('2013', '2014')",['Reality-TV'],7.3
Life Is Good,"('2009', '2009')",['Drama'],-
Love Letter,"('2004', '2007')",['Game-Show'],-
"Good Job, Good Job","('2009', '2009')",['Drama'],-
Dr. Gang,"('2006', '2006')",['Drama'],7.2
Live Talk Show Taxi,"('2007', '2017')",['Talk-Show'],-
Moranbong Club,"('2015', '2021')",['Talk-Show'],-
Annyeonghaseyo,"('2010', '2010')",['Comedy'],-
Psi-Kix,"('2008', '2008')",['Animation'],-
Lady Cha Dal-Rae's Lover,"('2018', '2018')",['Drama'],-
Girls' Generation's Horror Movie Factory,"('2009', '2009')",['Reality-TV'],8.0
ATM,"('2015', '2015')",['Thriller'],-
Barefoot Friends,"('2013', '2013')",['Reality-TV'],6.5
The Stars Are Shining,"('2015', '2016')",['Drama'],-
Ready for Start,"('2016', '2016')",['Comedy'],7.6
It's Dangerous Beyond the Blanket,"('2017', '2017')",['Reality-TV'],7.8
My Life's Golden Age,"('2008', '2009')",['Drama'],-
Fennec,"('1998', '1998')",['Animation'],-
Restol: The Special Rescue Squad,"('1999', '1999')",['Animation'],-
Intimate Note,"('2008', '2010')","['Reality-TV', ' Comedy']",-
NCT Life in Bangkok,"('2016', '2016')",['Reality-TV'],9.0
Four Men,,"Mystery, Romance",-
Track City,"('2000', '2002')","['Animation', ' Sport']",6.0
Typically Women,"('2010', '2010')",['-'],-
Power Panda Posse,,Animation,-
Terroir,"('2008', '2009')","['Drama', ' Romance']",-
Hara On & Off: The Gossip,"('2014', '2014')",['Reality-TV'],-
Molierissimo,"('1990', '1990')","['Animation', ' Adventure']",7.0
Wanna One Go,"('2017', '2017')",['Reality-TV'],8.0
The End of the World,"('2013', '2013')",['-'],7.3
Match Made in Heaven,"('2004', '2004')","['Comedy', ' Drama', ' Romance']",-
Agi gongryong Doolie,"('1986', '1989')","['Animation', ' Adventure', ' Comedy']",7.8
Oohlala Couple,"('2012', '2012')",['Drama'],6.7
Wapop,"('2014', '2014')",['-'],-
La famille Ouf,"('2005', '2005')",['Animation'],5.0
The Origin: Five Elements of Human Civilization,"('2018', '2018')","['Documentary', ' History']",7.9
Bike Family,"('2015', '2015')",['Family'],-
"Woman of Matchless Beauty, Park Jung Kum","('2008', '2008')",['Romance'],6.7
Tomorrow Boy,"('2016', '2016')","['Drama', ' Family', ' Romance']",6.0
Michel,"('2003', '2003')","['Animation', ' Adventure', ' Fantasy']",-
Likeable or Not,"('2007', '2008')",['Romance'],-
My Little Fox,"('2003', '2004')",['Animation'],-
"""Lights and Shadows""","('2011', '2012')","['Drama', ' Musical', ' Romance']",7.2
Go Go Giggles,"('2003', '2004')",['Family'],-
Hate to Lose,"('2011', '2011')",['Romance'],-
Twelve Men in a Year,"('2012', '2012')","['Drama', ' Romance']",7.6
Winners,"('1998', '1998')","['Crime', ' Drama', ' Mystery']",-
Autumn Shower,"('2005', '2005')","['Drama', ' Romance']",-
Sweet Buns,"('2004', '2005')","['Drama', ' Romance']",7.6
My Dear Cat,"('2014', '2014')","['Comedy', ' Family', ' Romance']",6.7
Seumusareun Cheoeumira,"('2018', '2018')",['Reality-TV'],-
T-ara & Yoon Shi Yoon Bubi Bubi,"('2010', '2010')","['Comedy', ' Drama', ' Music']",-
Happy Sisters,"('2017', '2018')",['Drama'],7.7
Next,"('2005', '2005')",['History'],-
DIA TV Original: SSIN's challenge,"('2016', '2016')",['-'],-
NCT Life in Chuncheon & Hongcheon,"('2019', '2020')",['Reality-TV'],-
Witch Hunt,"('2013', '2013')",['Talk-Show'],6.0
SS501 M!pick,"('2005', '2005')",['Reality-TV'],-
Jangdoyeonui Tarobyu,"('2019', '2019')",['Talk-Show'],-
Baby Zuri: The Galactic Quest,"('2006', '2006')",['Animation'],5.0
Kangjeokdeul,"('2013', '2013')",['Talk-Show'],-
Dunia: Into a New World,"('2018', '2018')",['Reality-TV'],-
Oppa Kkaoli,"('2016', '2016')",['-'],-
Naughty Angels,"('2011', '2011')",['Family'],-
Soma,"('1996', '1996')","['Animation', ' Fantasy']",-
ROSÉ Official,"('2021', '2021')",['Music'],-
The Scoop,"('2016', '2016')",['-'],-
The Great Challenge,"('2015', '2015')",['Reality-TV'],7.8
I'll Give You the Stars and the Moon,"('2012', '2012')",['Drama'],7.4
MV banco stardust,"('2015', '2015')",['-'],-
The Sound of Your Heart Webtoon,"('2021', '2021')",['Comedy'],-
NCT Life in Chiang Mai,"('2017', '2017')",['Reality-TV'],-
Scent of Love,"('2003', '2004')",['Romance'],-
Romantic Comedy Drama Specials Part 2,"('2010', '2013')",['-'],-
4 Wheeled Restaurant,"('2018', '2019')","['Comedy', ' Reality-TV']",-
Love Is Over,"('2006', '2006')",['Drama'],-
DIA TV Original: Heizle,"('2016', '2016')",['-'],-
Unkind Ladies,"('2015', '2015')","['Drama', ' Romance']",6.7
Welcome 2 House,"('2021', '2021')",['-'],-
Bapmokja and Haeppy,"('2016', '2016')",['-'],-
Why Did You Come to My House?,"('2008', '2008')",['Comedy'],-
NCT Life in Osaka,"('2017', '2017')",['Reality-TV'],8.2
The Guardian,"('2017', '2017')",['Drama'],-
Backflow,"('2017', '2018')",['Drama'],-
2016 DMC Festival,"('2016', '2016')",['-'],-
Kimcheed Radish,"('2007', '2008')",['Drama'],-
Ujeongjeuui inssatueo: Like It,"('2020', '2020')",['Reality-TV'],-
Jo-kang-ji-cheo Keul-leob,"('2007', '2008')","['Romance', ' Thriller']",-
Everybody Say Kungdari,"('2019', '2019')",['Drama'],-
Yeonnam-dong 539,"('2018', '2018')","['Comedy', ' Drama']",-
Secret of Supremacy,"('2015', '2015')",['-'],-
Girls' Generation Goes to School,"('2007', '2007')",['Reality-TV'],8.1
Daily Life Safety with Amber,"('2018', '2018')",['Animation'],-
L.U.V. Collage,"('2015', '2015')",['Romance'],-
Encarnación,"('2013', '2013')",['Talk-Show'],-
Gootbai sollo,"('2006', '2006')","['Drama', ' Romance']",6.7
Galaxy Kids,"('2015', '2015')",['Animation'],-
Dallyeola hani,"('1988', '1988')","['Animation', ' Sport']",-
Taeng9cam,"('2015', '2015')",['Reality-TV'],7.2
Overgrown Bromance,"('2017', '2017')",['Reality-TV'],7.8
On the Spot: Children of the Enemy,"('2017', '2017')",['Documentary'],-
Sea of the Woman: Geu yeojaui bada,"('2017', '2017')",['Drama'],-
Hold My Hand,"('2013', '2013')",['Drama'],-
heyitsfeiii,"('2014', '2014')",['-'],-
Apink News,"('2011', '2011')",['Reality-TV'],8.1
When Women Powder Twice,"('2011', '2011')","['Drama', ' Romance']",-
Cho's Daily Cook,"('2013', '2013')",['-'],-
City of Glass,"('2008', '2009')",['Drama'],-
My Dear Daigoro,"('2003', '2003')",['Animation'],-
The Outstanding Woman,"('2014', '2014')",['Drama'],5.7
Here We Go World Challenge,"('2013', '2014')",['-'],-
Join Us Korea,"('2015', '2015')",['-'],-
I Love You,"('2008', '2008')",['Romance'],-
Liah Yoo,"('2017', '2017')",['-'],-
Insolent Housemates,"('2017', '2017')",['Reality-TV'],-
2NE1,"('2010', '2010')",['Music'],-
Love in Memory,"('2013', '2014')",['Romance'],-
Xoxo exo,"('2014', '2014')",['Reality-TV'],-
Spin Doctors,"('2013', '2013')",['-'],-
Opera Star,"('2011', '2011')",['Reality-TV'],-
Ice Girl,"('2005', '2005')","['Comedy', ' Drama', ' Romance']",7.7
Heaven's Fate,"('2004', '2005')","['Drama', ' Romance']",-
Hwan-sang-gi-dam,"('2008', '2008')","['Fantasy', ' Mystery']",-
Paboo & Mojies,"('2012', '2013')","['Animation', ' Adventure', ' Comedy']",-
Live in Style,"('2011', '2012')",['Romance'],-
Working Mom Parenting Daddy,"('2016', '2016')",['Drama'],-
Salang-e Daehayeo,"('2015', '2015')",['Drama'],-
Urideul cheonguk,"('1993', '1993')",['Drama'],7.3
When Spring Comes,"('2007', '2007')",['Romance'],-
Always Spring,"('2016', '2017')","['Drama', ' Romance']",-
Mr. Glamour,"('2015', '2015')",['Comedy'],-
Right Now It's Girls' Generation,"('2010', '2010')",['Reality-TV'],6.9
Crazy Recipe Adventure,"('2020', '2020')","['Comedy', ' Game-Show', ' Reality-TV']",-
The Legend of Blue,"('2002', '2002')","['Animation', ' Action']",-
Fantastic Duo,"('2017', '2017')",['Musical'],-
ATtheCOUNTER,"('2012', '2012')",['Comedy'],-
The Lawyers of the Great Republic of Korea,"('2008', '2008')",['Drama'],-
MTV Wonder Girls,"('2006', '2008')",['Reality-TV'],-
Chiro and Friends,"('2010', '2010')",['Family'],7.6
Soul Frame Lazenca: Revival of a Myth,"('1997', '1998')",['Animation'],-
Viki ID,"('2017', '2017')",['-'],-
Monster House,"('2010', '2010')",['Family'],-
Family Outing,"('2010', '2010')","['Comedy', ' Game-Show', ' Reality-TV']",-
Korea Today,"('2012', '2012')",['News'],-
That Summer Typhoon,"('2005', '2005')",['Drama'],-
Simply K-pop,"('2012', '2012')",['-'],-
NCT Life: Hot & Young Seoul Trip,"('2018', '2018')",['Reality-TV'],-
Cheers to Me,"('2015', '2016')",['-'],6.3
Believe in love (Sarangeul Mideoyo),"('2011', '2011')",['Family'],-
My First Dictionary,"('2013', '2014')",['Family'],-
Snow in August,"('2007', '2007')","['Drama', ' Romance']",-
Music Bank K-Chart,"('2015', '2015')",['Music'],-
Get It Beauty 2019,"('2019', '2019')",['Talk-Show'],-
Clocking Out,"('2016', '2016')",['Sci-Fi'],-
NCT Life: Entertainment Retreat,"('2017', '2017')",['Reality-TV'],-
Lotte Haus,"('2019', '2019')",['Drama'],-
Blackswan Official,"('2020', '2020')",['-'],-
Dancing High,"('2018', '2018')","['Game-Show', ' Music']",-
Robocar POLI SongSong Museum,"('2020', '2020')",['Animation'],-
Big Heat,"('2011', '2011')",['Music'],-
The Haunted School 4,"('2001', '2001')",['-'],7.2
One Fine Day,"('2013', '2013')",['Reality-TV'],7.3
Tears of Diamonds,"('2005', '2005')","['Drama', ' Romance']",-
Pororo the Little Penguin,"('2014', '2014')",['Family'],-
Green Saver,"('2009', '2009')",['Animation'],-
2015 SBS Drama Awards,"('2015', '2015')",['-'],-
Le cache-cache avec la Famille Requin,"('2021', '2021')",['Animation'],-
My Sister-In-Law Is Nineteen,"('2004', '2004')",['Romance'],-
Uniminipet,"('2001', '2001')",['Animation'],6.2
Cheer Up!,"('2009', '2009')",['Reality-TV'],-
Pom Pom and Friends,"('2011', '2011')","['Animation', ' Family']",6.0
M Countdown,"('2004', '2004')",['Music'],-
Kara Project,"('2014', '2014')",['Reality-TV'],6.7
Lena's Pocket Beauty,"('2016', '2016')",['-'],-
Come to Play,"('2004', '2012')",['Talk-Show'],-
Unexpected-life Drama Specials,"('2013', '2013')",['Drama'],-
The TaeTiSeo,"('2014', '2014')",['Reality-TV'],8.4
Whitneybae,"('2016', '2016')",['-'],-
Goseuteu,"('1999', '1999')","['Crime', ' Drama', ' Horror']",5.2
Her Style,"('2009', '2009')",['Drama'],-
Pretty 95s,"('2020', '2020')",['Documentary'],-
Let's Go! MBA,"('2009', '2010')",['Animation'],-
"Waves, Waves","('2018', '2018')",['Drama'],-
101st Proposal,"('2006', '2006')",['Romance'],-
LC9's Life of Research,"('2013', '2013')",['-'],-
Vitamin,"('2003', '2017')","['Comedy', ' Talk-Show']",-
Tass,"('2013', '2013')",['Animation'],-
Noran Sonsugeon,"('2003', '2003')",['Drama'],-
That Sun in the Sky,"('2016', '2017')",['Drama'],-
Mobeomsaeng,"('2015', '2015')",['Drama'],-
Star Golden Bell,"('2004', '2010')",['Game-Show'],-
Star Academy,"('2009', '2009')",['Reality-TV'],-
Sweet the mi,"('2016', '2016')",['-'],-
Global Talk Show,"('2006', '2010')",['Talk-Show'],-
Human Theatre,"('2010', '2010')","['Comedy', ' Drama', ' Reality-TV']",-
Heopop,"('2016', '2016')",['-'],-
Swamp Ecology Report,"('2012', '2012')",['-'],-
Tomorrow's Children,"('2014', '2014')",['-'],-
Splendor of Youth,"('2009', '2009')","['Drama', ' Family', ' Romance']",-
Fire Safety with ROY,"('2017', '2017')",['Animation'],-
EN-O'Clock,"('2021', '2021')",['Game-Show'],-
Hello Baby,"('2009', '2009')",['Reality-TV'],8.4
My Little Kitchen,"('2015', '2015')",['-'],-
ENHYPEN&Hi,"('2020', '2020')",['Reality-TV'],-
Soompi Awards,"('2016', '2018')",['-'],-
Todo sobre corea del sur,"('2016', '2016')",['-'],-
Jae-Dong,"('1997', '1997')",['-'],-
Elephant,"('2008', '2008')","['Comedy', ' Drama', ' Family']",-
Magic Bottle,"('2015', '2015')","['Comedy', ' Fantasy', ' Romance']",-
Wild Family,"('2014', '2014')",['Family'],-
Watashi no kokoro wa hana no ame,"('2016', '2016')",['Drama'],-
The Wedding Scheme,"('2012', '2012')","['Comedy', ' Romance']",6.2
Sam Sound,"('2020', '2020')",['Documentary'],-
The Maengs' Golden Era,"('2002', '2003')",['Drama'],-
I'm the Singer,"('2011', '2011')","['Game-Show', ' Music', ' Reality-TV']",-
Showbiz Korea,"('2002', '2002')",['-'],-
Search for Extra-Terrestrial Intelligence,"('2009', '2009')","['Romance', ' Sci-Fi']",-
I'm Sorry Kang Nam-goo,"('2016', '2017')","['Drama', ' Romance']",-
Biklonz,"('2014', '2014')",['Animation'],-
Situation Conte Bang Bang,"('2004', '2004')",['Comedy'],-
2016 SBS Drama Awards,"('2016', '2016')",['-'],-
Play Guide,"('2013', '2013')","['Comedy', ' Romance']",-
Julmeunihee yangji,"('1995', '1996')",['Drama'],-
I Believed in Men,"('2011', '2011')","['Drama', ' Romance']",-
Traffic Safety with POLI,"('2011', '2013')",['Animation'],-
Hanbamui regeyeonye,"('2017', '2017')",['Talk-Show'],-
Thorns and honey,"('2017', '2017')",['Drama'],-
Style Log,"('2013', '2013')",['Talk-Show'],-
Yooncharmi,"('2016', '2016')",['-'],-
Charlie Gribble,"('2011', '2012')",['Animation'],-
Incarnation: One That Rules the Heart,"('2013', '2013')",['Talk-Show'],-
Icing,"('1996', '1996')","['Drama', ' Action']",6.0
The Adventure Kids,"('2014', '2014')",['Animation'],-
Stormy Woman,"('2014', '2015')",['Drama'],-
Sunny Town ABC,"('2006', '2008')",['Family'],-
Don't Hesitate,"('2009', '2010')",['Drama'],7.3
TEN Drama,"('2012', '2012')","['Crime', ' Drama']",-
DIA TV Original: Cook or The Dead,"('2016', '2016')",['-'],-
Iljimae,"('1993', '1993')","['Adventure', ' Action', ' Drama']",7.9
Shinee's Yunhanam,"('2008', '2008')",['Reality-TV'],7.3
9 Seconds: Eternal Time,"('2015', '2015')",['Drama'],7.0
Twice Japan,"('2017', '2017')",['-'],-
Here Goes April!,"('2015', '2015')",['-'],-
The Road to Seoul,"('2014', '2014')",['-'],-
Yoteu Wonjeongdae,"('2020', '2020')","['Adventure', ' Reality-TV']",-
Heyitsfeiii,"('2016', '2016')",['-'],-
The Little Thinker's Story,"('2008', '2008')",['Animation'],-
Yeongwoong shinhwa,"('1997', '1997')","['Action', ' Drama']",-
Once Upon a Time in Saengchori,"('2010', '2011')",['Comedy'],7.8
What AM I made of?,,"Documentary, Biography",-
Prosecutor Mata Hari,"('2010', '2010')",['-'],-
Infinite Power,"('2013', '2013')",['Drama'],-
Royal Seals,"('2015', '2015')",['-'],-
Majimak seungbu,"('1994', '1994')",['-'],7.7
Showtime,"('2013', '2013')",['Reality-TV'],7.4
Winter Bird,"('2007', '2008')",['Romance'],-
TV Novel: Dear My Sister,"('2011', '2012')","['Drama', ' Romance']",-
Cheri Hyeri,"('2016', '2016')",['-'],-
Yurihwa,"('2004', '2004')",['Drama'],7.3
NCT Life in Seoul,"('2016', '2016')",['Reality-TV'],-
Alice's Wondergarden 2,"('2010', '2010')",['Family'],-
Million Dollar Mysteries,"('2003', '2003')",['Documentary'],-
NCT Life: Team Building Activities,"('2016', '2016')",['Reality-TV'],-
Paereodiui jewang,"('2018', '2018')",['Comedy'],-
Seuteuliteu paiteo Q pan,"('1993', '1993')",['Action'],-
Inspire Now,"('2011', '2011')",['-'],-
Drawing Hands,"('2016', '2016')",['-'],-
Mina,"('2001', '2001')","['Drama', ' Romance']",-
How are you.MOV,"('2018', '2018')",['Talk-Show'],-
RiaRua,"('2016', '2016')",['-'],-
Sunny's chanel,"('2016', '2016')",['-'],-
Itsjinakim,"('2015', '2015')",['Western'],-
Special Investigation Team,"('2008', '2008')",['Action'],-
Finding Mr. And Ms. Right,"('2010', '2011')","['Drama', ' Romance']",-
2016 Busan One Asia Festival,"('2016', '2016')",['-'],-
Definitely Neighbors,"('2010', '2010')",['Romance'],-
Woomanna,"('2017', '2018')",['Drama'],-
Tengoku no ki,"('2006', '2006')",['Drama'],6.3
Vito ASMR,"('2019', '2019')",['Documentary'],-
NCT Life: Korean Cuisines Challenge,"('2016', '2016')",['Reality-TV'],-
The Way To Sangju,"('2019', '2019')",['Drama'],-
Casino humain,"('2011', '2011')",['Drama'],-
Calary Girl,"('2016', '2016')",['-'],-
The Voice of Korea,"('2012', '2012')",['Music'],-
Angmaneun Ranjerireul Imneunda,"('2019', '2019')",['Comedy'],-
Ssong yang,"('2016', '2016')",['-'],-
UV Eolmakkaji Bogo Osyeosseoyo?,"('2018', '2018')",['Reality-TV'],-
Close to the Flame,,"Action, Thriller",-
Here: A Conversation,"('2016', '2016')",['Drama'],-
Honeykki,"('2016', '2016')",['Reality-TV'],-
Ya Shim Man Man,"('2003', '2008')",['Talk-Show'],-
Soya,"('2016', '2016')",['-'],-
Geunal Silhwa Geugjang That True Story Theater,"('2014', '2014')","['Drama', ' History']",-
"Idol, Protect the World","('2015', '2015')","['Comedy', ' Fantasy', ' Music']",-
The Canimals Show,"('2015', '2015')",['Animation'],-
Hello! Yoga Kids!,"('2011', '2011')",['Family'],-
Girls' Generation Star Life Theater,"('2011', '2011')",['Reality-TV'],-
Go Mom Go!,"('2003', '2004')","['Comedy', ' Drama', ' Family']",-
Only Boy,"('2015', '2015')",['Comedy'],-
Start Love,"('2015', '2015')","['Comedy', ' Romance']",5.0
Walking up to heaven,"('1993', '1993')","['Action', ' Drama', ' Romance']",-
Ted & Dory Detectives,"('2012', '2012')",['Animation'],-
Happy Together,"('2007', '2007')",['Reality-TV'],-
EBSe English News,"('2016', '2016')",['News'],-
Catch a Kang Nam Mother,"('2007', '2007')","['Comedy', ' Drama']",-
88 Street,"('2016', '2016')",['Drama'],-
Girls' Generation's Factory Girl,"('2008', '2008')",['Reality-TV'],-
Ivan lam,"('2016', '2016')",['Reality-TV'],-
DIA TV Original: Chef Chae's Kitchen,"('2016', '2016')",['-'],-
The 2014 Inchon Asian Games,"('2014', '2014')",['Sport'],-
Coby Can,"('2008', '2008')",['Family'],-
The Homecoming,"('2015', '2015')",['-'],-
If You Only Knew,"('2004', '2004')","['Drama', ' Romance']",-
Jeiseunui Hanyeongsajeon,"('2019', '2019')",['Talk-Show'],-
End of Love,"('2006', '2006')",['Drama'],-
DIA TV Original: Living Together Agreement,"('2016', '2016')",['-'],-
Ibyeoleobtneun achim,"('2001', '2001')",['-'],-
Ricky kazaf,"('2016', '2016')",['Reality-TV'],-
Joy Tailor,"('2021', '2021')",['Talk-Show'],-
Mrs. Town,"('2009', '2010')","['Drama', ' Romance']",-
Quiz Whiz Junior,"('2016', '2016')",['-'],-
Big- Room,"('2018', '2018')",['Comedy'],-
Gyeongchalcheong Salamdeul 2015 MBC,"('2015', '2015')",['Drama'],-
Rol deo nekseuteu,"('2020', '2020')",['Reality-TV'],-
Juni's New York Diary,"('2010', '2010')",['Reality-TV'],-
Arim Inn the Forest,"('2018', '2019')",['Romance'],-
Gaon Chart Music Awards,"('2012', '2012')",['Music'],-
Cheotnune,"('2016', '2016')",['Drama'],-
Dak-teo Chaem-peu,"('2010', '2010')",['Drama'],-
Space Hip Hop Duck,"('2002', '2002')",['Animation'],-
PD suchup,"('1990', '1990')",['News'],-
KARA stargraphy,"('2012', '2012')",['-'],-
JG ASMR,"('2019', '2019')",['Documentary'],-
A Taste of Asia,"('2000', '2000')",['-'],-
Secret,"('2011', '2011')",['Game-Show'],-
AFC Champions League 2016,"('2016', '2016')",['Sport'],-
Oasees: English Learning Project,"('2016', '2016')",['Family'],-
Joankeem,"('2016', '2016')",['-'],-
Queen of Ahyeon,"('2007', '2008')",['Drama'],-
Crime and Film Noir Drama Specials,"('2013', '2013')",['-'],-
Baekjoui hosu,"('2003', '2003')",['Comedy'],-
Double Trouble En Corea,"('2016', '2016')",['-'],-
Jug Ssuneun Yeoja Jugji Anhneun Namja,"('2012', '2013')",['Reality-TV'],-
Why Couldnt You Get Married,"('2012', '2012')",['Drama'],-
Dangsinyeopi joha,"('2002', '2002')",['Drama'],-
Untitled K-Pop Latin American Project,,Reality-TV,-
Bite Sisters,"('2021', '2021')","['Fantasy', ' Romance']",7.4
Adult Trainee,"('2021', '2021')","['Comedy', ' Romance']",7.1
A good supper,"('2021', '2021')",['Romance'],-
User Not Found,"('2021', '2021')","['Drama', ' Romance']",-
